game_id,season,week,team,def_value_pre,def_value_post
2018_17_MIA_BUF,2018,17,BUF,8.617,10.708
2019_01_BUF_NYJ,2019,1,BUF,6.864,6.985
2019_02_BUF_NYG,2019,2,BUF,6.985,7.772
2019_03_CIN_BUF,2019,3,BUF,7.772,8.117
2019_04_NE_BUF,2019,4,BUF,8.117,10.818
2019_05_BUF_TEN,2019,5,BUF,10.818,12.001
2019_07_MIA_BUF,2019,7,BUF,12.001,10.059
2019_08_PHI_BUF,2019,8,BUF,10.059,9.976
2019_09_WAS_BUF,2019,9,BUF,9.976,10.32
2019_10_BUF_CLE,2019,10,BUF,10.32,8.981
2019_11_BUF_MIA,2019,11,BUF,8.981,9.074
2019_12_DEN_BUF,2019,12,BUF,9.074,11.124
2019_13_BUF_DAL,2019,13,BUF,11.124,10.291
2019_14_BAL_BUF,2019,14,BUF,10.291,10.571
2019_15_BUF_PIT,2019,15,BUF,10.571,12.537
2019_16_BUF_NE,2019,16,BUF,12.537,10.646
2019_17_NYJ_BUF,2019,17,BUF,10.646,10.848
2019_18_BUF_HOU,2019,18,BUF,10.848,9.915
2020_01_NYJ_BUF,2020,1,BUF,6.355,6.709
2020_02_BUF_MIA,2020,2,BUF,6.709,5.243
2020_03_LAR_BUF,2020,3,BUF,5.243,3.768
2020_04_BUF_OAK,2020,4,BUF,3.768,1.372
2020_05_BUF_TEN,2020,5,BUF,1.372,-1.171
2020_06_KC_BUF,2020,6,BUF,-1.171,-1.28
2020_07_BUF_NYJ,2020,7,BUF,-1.28,2.381
2020_08_NE_BUF,2020,8,BUF,2.381,1.655
2020_09_SEA_BUF,2020,9,BUF,1.655,2.215
2020_10_BUF_ARI,2020,10,BUF,2.215,1.227
2020_12_LAC_BUF,2020,12,BUF,1.227,2.597
2020_13_BUF_SF,2020,13,BUF,2.597,0.045
2020_14_PIT_BUF,2020,14,BUF,0.045,1.694
2020_15_BUF_DEN,2020,15,BUF,1.694,1.593
2020_16_BUF_NE,2020,16,BUF,1.593,2.779
2020_17_MIA_BUF,2020,17,BUF,2.779,2.545
2020_18_IND_BUF,2020,18,BUF,2.545,1.859
2020_19_BAL_BUF,2020,19,BUF,1.859,4.292
2020_20_BUF_KC,2020,20,BUF,4.292,3.272
2021_01_PIT_BUF,2021,1,BUF,2.097,2.906
2021_02_BUF_MIA,2021,2,BUF,2.906,5.188
2021_03_WAS_BUF,2021,3,BUF,5.188,4.081
2021_04_HOU_BUF,2021,4,BUF,4.081,7.913
2021_05_BUF_KC,2021,5,BUF,7.913,8.489
2021_06_BUF_TEN,2021,6,BUF,8.489,8.315
2021_08_MIA_BUF,2021,8,BUF,8.315,9.057
2021_09_BUF_JAX,2021,9,BUF,9.057,9.957
2021_10_BUF_NYJ,2021,10,BUF,9.957,11.708
2021_11_IND_BUF,2021,11,BUF,11.708,11.916
2021_12_BUF_NO,2021,12,BUF,11.916,11.277
2021_13_NE_BUF,2021,13,BUF,11.277,12.523
2021_14_BUF_TB,2021,14,BUF,12.523,11.076
2021_15_CAR_BUF,2021,15,BUF,11.076,11.553
2021_16_BUF_NE,2021,16,BUF,11.553,13.243
2021_17_ATL_BUF,2021,17,BUF,13.243,14.7
2021_18_NYJ_BUF,2021,18,BUF,14.7,16.509
2021_19_NE_BUF,2021,19,BUF,16.509,15.874
2021_20_BUF_KC,2021,20,BUF,15.874,12.294
2022_01_BUF_LAR,2022,1,BUF,7.88,9.926
2022_02_TEN_BUF,2022,2,BUF,9.926,11.623
2022_03_BUF_MIA,2022,3,BUF,11.623,10.699
2022_04_BUF_BAL,2022,4,BUF,10.699,10.712
2022_05_PIT_BUF,2022,5,BUF,10.712,9.064
2022_06_BUF_KC,2022,6,BUF,9.064,9.216
2022_08_GB_BUF,2022,8,BUF,9.216,8.984
2022_09_BUF_NYJ,2022,9,BUF,8.984,8.052
2022_10_MIN_BUF,2022,10,BUF,8.052,9.351
2022_11_CLE_BUF,2022,11,BUF,9.351,5.826
2022_12_BUF_DET,2022,12,BUF,5.826,4.814
2022_13_BUF_NE,2022,13,BUF,4.814,4.72
2022_14_NYJ_BUF,2022,14,BUF,4.72,4.737
2022_15_MIA_BUF,2022,15,BUF,4.737,4.898
2022_16_BUF_CHI,2022,16,BUF,4.898,5.316
2022_18_NE_BUF,2022,18,BUF,5.316,5.219
2022_19_MIA_BUF,2022,19,BUF,5.219,7.275
2022_20_CIN_BUF,2022,20,BUF,7.275,6.629
2023_01_BUF_NYJ,2023,1,BUF,4.249,5.983
2023_02_OAK_BUF,2023,2,BUF,5.983,5.911
2023_03_BUF_WAS,2023,3,BUF,5.911,9.836
2023_04_MIA_BUF,2023,4,BUF,9.836,10.654
2023_05_JAX_BUF,2023,5,BUF,10.654,9.427
2023_06_NYG_BUF,2023,6,BUF,9.427,9.088
2023_07_BUF_NE,2023,7,BUF,9.088,6.478
2023_08_TB_BUF,2023,8,BUF,6.478,5.771
2023_09_BUF_CIN,2023,9,BUF,5.771,4.125
2023_10_DEN_BUF,2023,10,BUF,4.125,3.61
2023_11_NYJ_BUF,2023,11,BUF,3.61,5.539
2023_12_BUF_PHI,2023,12,BUF,5.539,4.479
2023_14_BUF_KC,2023,14,BUF,4.479,5.62
2023_15_DAL_BUF,2023,15,BUF,5.62,8.479
2023_16_BUF_LAC,2023,16,BUF,8.479,6.909
2023_17_NE_BUF,2023,17,BUF,6.909,7.654
2023_18_BUF_MIA,2023,18,BUF,7.654,8.776
2023_19_PIT_BUF,2023,19,BUF,8.776,7.692
2023_20_KC_BUF,2023,20,BUF,7.692,6.792
2024_01_ARI_BUF,2024,1,BUF,4.354,4.598
2024_02_BUF_MIA,2024,2,BUF,4.598,6.301
2024_03_JAX_BUF,2024,3,BUF,6.301,8.234
2024_04_BUF_BAL,2024,4,BUF,8.234,7.174
2024_05_BUF_HOU,2024,5,BUF,7.174,5.087
2024_06_BUF_NYJ,2024,6,BUF,5.087,4.865
2024_07_TEN_BUF,2024,7,BUF,4.865,5.375
2024_08_BUF_SEA,2024,8,BUF,5.375,5.797
2024_09_MIA_BUF,2024,9,BUF,5.797,4.155
2024_10_BUF_IND,2024,10,BUF,4.155,3.952
2024_11_KC_BUF,2024,11,BUF,3.952,4.797
2024_13_SF_BUF,2024,13,BUF,4.797,6.641
2024_14_BUF_LAR,2024,14,BUF,6.641,3.953
2024_15_BUF_DET,2024,15,BUF,3.953,0.268
2024_16_NE_BUF,2024,16,BUF,0.268,-0.723
2024_17_NYJ_BUF,2024,17,BUF,-0.723,2.446
2024_18_BUF_NE,2024,18,BUF,2.446,-0.586
2024_19_DEN_BUF,2024,19,BUF,-0.586,0.104
2024_20_BAL_BUF,2024,20,BUF,0.104,0.635
2024_21_BUF_KC,2024,21,BUF,0.635,-0.608
2025_01_BAL_BUF,2025,1,BUF,-0.39,-1.448
2025_02_BUF_NYJ,2025,2,BUF,-1.448,0.752
2025_03_MIA_BUF,2025,3,BUF,0.752,1.093
2025_04_NO_BUF,2025,4,BUF,1.093,0.968
2025_05_NE_BUF,2025,5,BUF,0.968,1.331
2025_06_BUF_ATL,2025,6,BUF,1.331,0.161
2025_08_BUF_CAR,2025,8,BUF,0.161,2.909
2025_09_KC_BUF,2025,9,BUF,2.909,6.0
2025_10_BUF_MIA,2025,10,BUF,6.0,6.352
2025_11_TB_BUF,2025,11,BUF,6.352,6.219
2025_12_BUF_HOU,2025,12,BUF,6.219,5.117
2025_13_BUF_PIT,2025,13,BUF,5.117,6.389
2025_14_CIN_BUF,2025,14,BUF,6.389,5.306
2025_15_BUF_NE,2025,15,BUF,5.306,5.462
2025_16_BUF_CLE,2025,16,BUF,5.462,4.509
2025_17_PHI_BUF,2025,17,BUF,4.509,6.18
2025_18_NYJ_BUF,2025,18,BUF,6.18,5.994
2025_19_BUF_JAX,2025,19,BUF,5.994,6.229
2025_20_BUF_DEN,2025,20,BUF,6.229,5.585
2026_01_BUF_HOU,2026,1,BUF,3.58,1.607
1999_01_CAR_NO,1999,1,CAR,0.0,-0.482
1999_02_JAX_CAR,1999,2,CAR,-0.482,-1.314
1999_03_CIN_CAR,1999,3,CAR,-1.314,-1.139
1999_04_CAR_WAS,1999,4,CAR,-1.139,-3.772
1999_06_CAR_SF,1999,6,CAR,-3.772,-4.5
1999_07_DET_CAR,1999,7,CAR,-4.5,-5.934
1999_08_CAR_ATL,1999,8,CAR,-5.934,-7.738
1999_09_PHI_CAR,1999,9,CAR,-7.738,-6.986
1999_10_CAR_LAR,1999,10,CAR,-6.986,-8.796
1999_11_CAR_CLE,1999,11,CAR,-8.796,-9.194
1999_12_ATL_CAR,1999,12,CAR,-9.194,-11.341
1999_13_LAR_CAR,1999,13,CAR,-11.341,-12.273
1999_14_CAR_GB,1999,14,CAR,-12.273,-13.895
1999_15_SF_CAR,1999,15,CAR,-13.895,-14.867
1999_16_CAR_PIT,1999,16,CAR,-14.867,-14.518
1999_17_NO_CAR,1999,17,CAR,-14.518,-14.418
2000_01_CAR_WAS,2000,1,CAR,-9.242,-10.782
2000_02_CAR_SF,2000,2,CAR,-10.782,-9.953
2000_03_ATL_CAR,2000,3,CAR,-9.953,-9.805
2000_05_DAL_CAR,2000,5,CAR,-9.805,-8.193
2000_06_SEA_CAR,2000,6,CAR,-8.193,-7.748
2000_07_CAR_NO,2000,7,CAR,-7.748,-8.403
2000_08_SF_CAR,2000,8,CAR,-8.403,-8.041
2000_09_CAR_ATL,2000,9,CAR,-8.041,-8.176
2000_10_CAR_LAR,2000,10,CAR,-8.176,-11.581
2000_11_NO_CAR,2000,11,CAR,-11.581,-10.803
2000_12_CAR_MIN,2000,12,CAR,-10.803,-13.745
2000_13_GB_CAR,2000,13,CAR,-13.745,-12.201
2000_14_LAR_CAR,2000,14,CAR,-12.201,-7.814
2000_15_CAR_KC,2000,15,CAR,-7.814,-9.643
2000_16_LAC_CAR,2000,16,CAR,-9.643,-11.127
2000_17_CAR_OAK,2000,17,CAR,-11.127,-14.467
2001_01_CAR_MIN,2001,1,CAR,-9.274,-9.606
2001_02_CAR_ATL,2001,2,CAR,-9.606,-11.715
2001_03_GB_CAR,2001,3,CAR,-11.715,-12.801
2001_04_CAR_SF,2001,4,CAR,-12.801,-12.802
2001_05_NO_CAR,2001,5,CAR,-12.802,-11.878
2001_06_CAR_WAS,2001,6,CAR,-11.878,-13.018
2001_07_NYJ_CAR,2001,7,CAR,-13.018,-10.823
2001_08_CAR_MIA,2001,8,CAR,-10.823,-11.394
2001_09_CAR_LAR,2001,9,CAR,-11.394,-9.937
2001_10_SF_CAR,2001,10,CAR,-9.937,-9.183
2001_11_ATL_CAR,2001,11,CAR,-9.183,-7.388
2001_12_CAR_NO,2001,12,CAR,-7.388,-9.404
2001_13_CAR_BUF,2001,13,CAR,-9.404,-10.141
2001_15_LAR_CAR,2001,15,CAR,-10.141,-8.609
2001_16_ARI_CAR,2001,16,CAR,-8.609,-8.854
2001_17_NE_CAR,2001,17,CAR,-8.854,-8.397
2002_01_BAL_CAR,2002,1,CAR,-5.382,-5.685
2002_02_DET_CAR,2002,2,CAR,-5.685,-3.589
2002_03_CAR_MIN,2002,3,CAR,-3.589,-1.485
2002_04_CAR_GB,2002,4,CAR,-1.485,0.431
2002_05_ARI_CAR,2002,5,CAR,0.431,0.686
2002_06_CAR_DAL,2002,6,CAR,0.686,1.302
2002_07_CAR_ATL,2002,7,CAR,1.302,-2.346
2002_08_TB_CAR,2002,8,CAR,-2.346,-1.082
2002_10_NO_CAR,2002,10,CAR,-1.082,-1.288
2002_11_CAR_TB,2002,11,CAR,-1.288,-2.109
2002_12_ATL_CAR,2002,12,CAR,-2.109,-4.105
2002_13_CAR_CLE,2002,13,CAR,-4.105,-1.235
2002_14_CIN_CAR,2002,14,CAR,-1.235,-2.73
2002_15_CAR_PIT,2002,15,CAR,-2.73,-2.795
2002_16_CHI_CAR,2002,16,CAR,-2.795,-2.916
2002_17_CAR_NO,2002,17,CAR,-2.916,-0.655
2003_01_JAX_CAR,2003,1,CAR,-0.42,-1.695
2003_02_CAR_TB,2003,2,CAR,-1.695,-1.738
2003_04_ATL_CAR,2003,4,CAR,-1.738,-0.093
2003_05_NO_CAR,2003,5,CAR,-0.093,-0.171
2003_06_CAR_IND,2003,6,CAR,-0.171,-1.234
2003_07_TEN_CAR,2003,7,CAR,-1.234,-0.924
2003_08_CAR_NO,2003,8,CAR,-0.924,-1.098
2003_09_CAR_HOU,2003,9,CAR,-1.098,-2.656
2003_10_TB_CAR,2003,10,CAR,-2.656,-2.493
2003_11_WAS_CAR,2003,11,CAR,-2.493,-1.516
2003_12_CAR_DAL,2003,12,CAR,-1.516,-2.918
2003_13_PHI_CAR,2003,13,CAR,-2.918,-2.266
2003_14_CAR_ATL,2003,14,CAR,-2.266,-4.015
2003_15_CAR_ARI,2003,15,CAR,-4.015,-4.145
2003_16_DET_CAR,2003,16,CAR,-4.145,-2.822
2003_17_CAR_NYG,2003,17,CAR,-2.822,-0.081
2003_18_DAL_CAR,2003,18,CAR,-0.081,0.071
2003_19_CAR_LAR,2003,19,CAR,0.071,0.214
2003_20_CAR_PHI,2003,20,CAR,0.214,3.899
2003_21_CAR_NE,2003,21,CAR,3.899,0.393
2004_01_GB_CAR,2004,1,CAR,0.252,0.638
2004_02_CAR_KC,2004,2,CAR,0.638,2.307
2004_04_ATL_CAR,2004,4,CAR,2.307,2.36
2004_05_CAR_DEN,2004,5,CAR,2.36,2.611
2004_06_CAR_PHI,2004,6,CAR,2.611,3.565
2004_07_LAC_CAR,2004,7,CAR,3.565,3.372
2004_08_CAR_SEA,2004,8,CAR,3.372,2.533
2004_09_OAK_CAR,2004,9,CAR,2.533,2.672
2004_10_CAR_SF,2004,10,CAR,2.672,4.369
2004_11_ARI_CAR,2004,11,CAR,4.369,4.729
2004_12_TB_CAR,2004,12,CAR,4.729,2.726
2004_13_CAR_NO,2004,13,CAR,2.726,2.07
2004_14_LAR_CAR,2004,14,CAR,2.07,4.703
2004_15_CAR_ATL,2004,15,CAR,4.703,4.543
2004_16_CAR_TB,2004,16,CAR,4.543,2.521
2004_17_NO_CAR,2004,17,CAR,2.521,2.786
2005_01_NO_CAR,2005,1,CAR,1.786,0.767
2005_02_NE_CAR,2005,2,CAR,0.767,1.596
2005_03_CAR_MIA,2005,3,CAR,1.596,1.681
2005_04_GB_CAR,2005,4,CAR,1.681,-0.133
2005_05_CAR_ARI,2005,5,CAR,-0.133,-1.574
2005_06_CAR_DET,2005,6,CAR,-1.574,-0.887
2005_08_MIN_CAR,2005,8,CAR,-0.887,1.001
2005_09_CAR_TB,2005,9,CAR,1.001,1.547
2005_10_NYJ_CAR,2005,10,CAR,1.547,4.282
2005_11_CAR_CHI,2005,11,CAR,4.282,3.55
2005_12_CAR_BUF,2005,12,CAR,3.55,4.369
2005_13_ATL_CAR,2005,13,CAR,4.369,7.247
2005_14_TB_CAR,2005,14,CAR,7.247,6.335
2005_15_CAR_NO,2005,15,CAR,6.335,7.76
2005_16_DAL_CAR,2005,16,CAR,7.76,8.122
2005_17_CAR_ATL,2005,17,CAR,8.122,9.179
2005_18_CAR_NYG,2005,18,CAR,9.179,11.751
2005_19_CAR_CHI,2005,19,CAR,11.751,11.83
2005_20_CAR_SEA,2005,20,CAR,11.83,10.385
2006_01_ATL_CAR,2006,1,CAR,6.657,6.052
2006_02_CAR_MIN,2006,2,CAR,6.052,6.425
2006_03_CAR_TB,2006,3,CAR,6.425,5.847
2006_04_NO_CAR,2006,4,CAR,5.847,3.78
2006_05_CLE_CAR,2006,5,CAR,3.78,4.469
2006_06_CAR_BAL,2006,6,CAR,4.469,6.233
2006_07_CAR_CIN,2006,7,CAR,6.233,5.237
2006_08_DAL_CAR,2006,8,CAR,5.237,3.339
2006_10_TB_CAR,2006,10,CAR,3.339,3.932
2006_11_LAR_CAR,2006,11,CAR,3.932,7.609
2006_12_CAR_WAS,2006,12,CAR,7.609,7.578
2006_13_CAR_PHI,2006,13,CAR,7.578,5.687
2006_14_NYG_CAR,2006,14,CAR,5.687,4.633
2006_15_PIT_CAR,2006,15,CAR,4.633,4.3
2006_16_CAR_ATL,2006,16,CAR,4.3,6.136
2006_17_CAR_NO,2006,17,CAR,6.136,5.717
2007_01_CAR_LAR,2007,1,CAR,3.665,3.215
2007_02_HOU_CAR,2007,2,CAR,3.215,0.823
2007_03_CAR_ATL,2007,3,CAR,0.823,-3.301
2007_04_TB_CAR,2007,4,CAR,-3.301,-3.814
2007_05_CAR_NO,2007,5,CAR,-3.814,-3.777
2007_06_CAR_ARI,2007,6,CAR,-3.777,-2.831
2007_08_IND_CAR,2007,8,CAR,-2.831,-2.053
2007_09_CAR_TEN,2007,9,CAR,-2.053,-0.73
2007_10_ATL_CAR,2007,10,CAR,-0.73,-1.418
2007_11_CAR_GB,2007,11,CAR,-1.418,-2.316
2007_12_NO_CAR,2007,12,CAR,-2.316,-3.442
2007_13_SF_CAR,2007,13,CAR,-3.442,-0.198
2007_14_CAR_JAX,2007,14,CAR,-0.198,-1.168
2007_15_SEA_CAR,2007,15,CAR,-1.168,-1.816
2007_16_DAL_CAR,2007,16,CAR,-1.816,-2.139
2007_17_CAR_TB,2007,17,CAR,-2.139,-3.869
2008_01_CAR_LAC,2008,1,CAR,-2.48,-3.738
2008_02_CHI_CAR,2008,2,CAR,-3.738,-3.797
2008_03_CAR_MIN,2008,3,CAR,-3.797,-3.933
2008_04_ATL_CAR,2008,4,CAR,-3.933,-3.039
2008_05_KC_CAR,2008,5,CAR,-3.039,-0.799
2008_06_CAR_TB,2008,6,CAR,-0.799,-1.483
2008_07_NO_CAR,2008,7,CAR,-1.483,0.779
2008_08_ARI_CAR,2008,8,CAR,0.779,-0.437
2008_10_CAR_OAK,2008,10,CAR,-0.437,0.899
2008_11_DET_CAR,2008,11,CAR,0.899,1.673
2008_12_CAR_ATL,2008,12,CAR,1.673,0.553
2008_13_CAR_GB,2008,13,CAR,0.553,-0.991
2008_14_TB_CAR,2008,14,CAR,-0.991,-1.422
2008_15_DEN_CAR,2008,15,CAR,-1.422,0.153
2008_16_CAR_NYG,2008,16,CAR,0.153,0.203
2008_17_CAR_NO,2008,17,CAR,0.203,-1.527
2008_19_ARI_CAR,2008,19,CAR,-1.527,-0.965
2009_01_PHI_CAR,2009,1,CAR,-0.619,-0.652
2009_02_CAR_ATL,2009,2,CAR,-0.652,-2.982
2009_03_CAR_DAL,2009,3,CAR,-2.982,-4.037
2009_05_WAS_CAR,2009,5,CAR,-4.037,-2.975
2009_06_CAR_TB,2009,6,CAR,-2.975,-2.732
2009_07_BUF_CAR,2009,7,CAR,-2.732,-2.108
2009_08_CAR_ARI,2009,8,CAR,-2.108,-0.372
2009_09_CAR_NO,2009,9,CAR,-0.372,-1.046
2009_10_ATL_CAR,2009,10,CAR,-1.046,-0.042
2009_11_MIA_CAR,2009,11,CAR,-0.042,-0.949
2009_12_CAR_NYJ,2009,12,CAR,-0.949,-0.918
2009_13_TB_CAR,2009,13,CAR,-0.918,0.869
2009_14_CAR_NE,2009,14,CAR,0.869,2.235
2009_15_MIN_CAR,2009,15,CAR,2.235,4.542
2009_16_CAR_NYG,2009,16,CAR,4.542,5.18
2009_17_NO_CAR,2009,17,CAR,5.18,6.238
2010_01_CAR_NYG,2010,1,CAR,3.999,3.884
2010_02_TB_CAR,2010,2,CAR,3.884,1.952
2010_03_CIN_CAR,2010,3,CAR,1.952,3.152
2010_04_CAR_NO,2010,4,CAR,3.152,2.549
2010_05_CHI_CAR,2010,5,CAR,2.549,6.326
2010_07_SF_CAR,2010,7,CAR,6.326,6.325
2010_08_CAR_LAR,2010,8,CAR,6.325,3.966
2010_09_NO_CAR,2010,9,CAR,3.966,4.573
2010_10_CAR_TB,2010,10,CAR,4.573,2.64
2010_11_BAL_CAR,2010,11,CAR,2.64,1.736
2010_12_CAR_CLE,2010,12,CAR,1.736,2.057
2010_13_CAR_SEA,2010,13,CAR,2.057,3.352
2010_14_ATL_CAR,2010,14,CAR,3.352,4.678
2010_15_ARI_CAR,2010,15,CAR,4.678,5.376
2010_16_CAR_PIT,2010,16,CAR,5.376,4.03
2010_17_CAR_ATL,2010,17,CAR,4.03,2.25
2011_01_CAR_ARI,2011,1,CAR,1.442,-1.15
2011_02_GB_CAR,2011,2,CAR,-1.15,-1.682
2011_03_JAX_CAR,2011,3,CAR,-1.682,-0.653
2011_04_CAR_CHI,2011,4,CAR,-0.653,0.795
2011_05_NO_CAR,2011,5,CAR,0.795,0.436
2011_06_CAR_ATL,2011,6,CAR,0.436,-0.784
2011_07_WAS_CAR,2011,7,CAR,-0.784,-2.155
2011_08_MIN_CAR,2011,8,CAR,-2.155,-2.167
2011_10_TEN_CAR,2011,10,CAR,-2.167,-2.262
2011_11_CAR_DET,2011,11,CAR,-2.262,-5.048
2011_12_CAR_IND,2011,12,CAR,-5.048,-5.185
2011_13_CAR_TB,2011,13,CAR,-5.185,-6.403
2011_14_ATL_CAR,2011,14,CAR,-6.403,-6.93
2011_15_CAR_HOU,2011,15,CAR,-6.93,-7.151
2011_16_TB_CAR,2011,16,CAR,-7.151,-7.807
2011_17_CAR_NO,2011,17,CAR,-7.807,-10.251
2012_01_CAR_TB,2012,1,CAR,-6.571,-6.178
2012_02_NO_CAR,2012,2,CAR,-6.178,-5.284
2012_03_NYG_CAR,2012,3,CAR,-5.284,-6.313
2012_04_CAR_ATL,2012,4,CAR,-6.313,-6.07
2012_05_SEA_CAR,2012,5,CAR,-6.07,-6.144
2012_07_DAL_CAR,2012,7,CAR,-6.144,-6.523
2012_08_CAR_CHI,2012,8,CAR,-6.523,-5.283
2012_09_CAR_WAS,2012,9,CAR,-5.283,-4.135
2012_10_DEN_CAR,2012,10,CAR,-4.135,-3.991
2012_11_TB_CAR,2012,11,CAR,-3.991,-3.894
2012_12_CAR_PHI,2012,12,CAR,-3.894,-4.225
2012_13_CAR_KC,2012,13,CAR,-4.225,-6.36
2012_14_ATL_CAR,2012,14,CAR,-6.36,-6.606
2012_15_CAR_LAC,2012,15,CAR,-6.606,-4.663
2012_16_OAK_CAR,2012,16,CAR,-4.663,-3.174
2012_17_CAR_NO,2012,17,CAR,-3.174,-4.93
2013_01_SEA_CAR,2013,1,CAR,-3.16,-3.914
2013_02_CAR_BUF,2013,2,CAR,-3.914,-5.004
2013_03_NYG_CAR,2013,3,CAR,-5.004,-1.481
2013_05_CAR_ARI,2013,5,CAR,-1.481,-0.67
2013_06_CAR_MIN,2013,6,CAR,-0.67,-1.577
2013_07_LAR_CAR,2013,7,CAR,-1.577,-1.136
2013_08_CAR_TB,2013,8,CAR,-1.136,-1.537
2013_09_ATL_CAR,2013,9,CAR,-1.537,0.62
2013_10_CAR_SF,2013,10,CAR,0.62,4.321
2013_11_NE_CAR,2013,11,CAR,4.321,3.658
2013_12_CAR_MIA,2013,12,CAR,3.658,2.07
2013_13_TB_CAR,2013,13,CAR,2.07,3.64
2013_14_CAR_NO,2013,14,CAR,3.64,1.681
2013_15_NYJ_CAR,2013,15,CAR,1.681,1.51
2013_16_NO_CAR,2013,16,CAR,1.51,4.159
2013_17_CAR_ATL,2013,17,CAR,4.159,5.338
2013_19_SF_CAR,2013,19,CAR,5.338,5.191
2014_01_CAR_TB,2014,1,CAR,3.327,4.102
2014_02_DET_CAR,2014,2,CAR,4.102,5.394
2014_03_PIT_CAR,2014,3,CAR,5.394,4.322
2014_04_CAR_BAL,2014,4,CAR,4.322,1.449
2014_05_CHI_CAR,2014,5,CAR,1.449,0.51
2014_06_CAR_CIN,2014,6,CAR,0.51,-0.97
2014_07_CAR_GB,2014,7,CAR,-0.97,-2.31
2014_08_SEA_CAR,2014,8,CAR,-2.31,-1.799
2014_09_NO_CAR,2014,9,CAR,-1.799,-0.343
2014_10_CAR_PHI,2014,10,CAR,-0.343,-2.251
2014_11_ATL_CAR,2014,11,CAR,-2.251,-2.353
2014_13_CAR_MIN,2014,13,CAR,-2.353,-3.703
2014_14_CAR_NO,2014,14,CAR,-3.703,-2.176
2014_15_TB_CAR,2014,15,CAR,-2.176,-1.468
2014_16_CLE_CAR,2014,16,CAR,-1.468,-0.567
2014_17_CAR_ATL,2014,17,CAR,-0.567,2.026
2014_18_ARI_CAR,2014,18,CAR,2.026,3.898
2014_19_CAR_SEA,2014,19,CAR,3.898,2.805
2015_01_CAR_JAX,2015,1,CAR,1.798,3.218
2015_02_HOU_CAR,2015,2,CAR,3.218,2.972
2015_03_NO_CAR,2015,3,CAR,2.972,0.822
2015_04_CAR_TB,2015,4,CAR,0.822,1.752
2015_06_CAR_SEA,2015,6,CAR,1.752,1.67
2015_07_PHI_CAR,2015,7,CAR,1.67,3.961
2015_08_IND_CAR,2015,8,CAR,3.961,5.814
2015_09_GB_CAR,2015,9,CAR,5.814,5.782
2015_10_CAR_TEN,2015,10,CAR,5.782,6.108
2015_11_WAS_CAR,2015,11,CAR,6.108,7.101
2015_12_CAR_DAL,2015,12,CAR,7.101,9.458
2015_13_CAR_NO,2015,13,CAR,9.458,8.753
2015_14_ATL_CAR,2015,14,CAR,8.753,10.334
2015_15_CAR_NYG,2015,15,CAR,10.334,8.786
2015_16_CAR_ATL,2015,16,CAR,8.786,7.008
2015_17_TB_CAR,2015,17,CAR,7.008,6.835
2015_19_SEA_CAR,2015,19,CAR,6.835,6.736
2015_20_ARI_CAR,2015,20,CAR,6.736,10.058
2015_21_CAR_DEN,2015,21,CAR,10.058,12.132
2016_01_CAR_DEN,2016,1,CAR,7.777,7.508
2016_02_SF_CAR,2016,2,CAR,7.508,7.476
2016_03_MIN_CAR,2016,3,CAR,7.476,7.969
2016_04_CAR_ATL,2016,4,CAR,7.969,4.386
2016_05_TB_CAR,2016,5,CAR,4.386,4.48
2016_06_CAR_NO,2016,6,CAR,4.48,1.426
2016_08_ARI_CAR,2016,8,CAR,1.426,1.323
2016_09_CAR_LAR,2016,9,CAR,1.323,1.804
2016_10_KC_CAR,2016,10,CAR,1.804,3.143
2016_11_NO_CAR,2016,11,CAR,3.143,3.95
2016_12_CAR_OAK,2016,12,CAR,3.95,3.66
2016_13_CAR_SEA,2016,13,CAR,3.66,3.309
2016_14_LAC_CAR,2016,14,CAR,3.309,5.802
2016_15_CAR_WAS,2016,15,CAR,5.802,6.062
2016_16_ATL_CAR,2016,16,CAR,6.062,5.931
2016_17_CAR_TB,2016,17,CAR,5.931,6.682
2017_01_CAR_SF,2017,1,CAR,4.283,5.828
2017_02_BUF_CAR,2017,2,CAR,5.828,6.218
2017_03_NO_CAR,2017,3,CAR,6.218,6.051
2017_04_CAR_NE,2017,4,CAR,6.051,5.642
2017_05_CAR_DET,2017,5,CAR,5.642,5.704
2017_06_PHI_CAR,2017,6,CAR,5.704,5.157
2017_07_CAR_CHI,2017,7,CAR,5.157,6.63
2017_08_CAR_TB,2017,8,CAR,6.63,8.67
2017_09_ATL_CAR,2017,9,CAR,8.67,8.72
2017_10_MIA_CAR,2017,10,CAR,8.72,8.087
2017_12_CAR_NYJ,2017,12,CAR,8.087,6.082
2017_13_CAR_NO,2017,13,CAR,6.082,5.717
2017_14_MIN_CAR,2017,14,CAR,5.717,6.977
2017_15_GB_CAR,2017,15,CAR,6.977,7.553
2017_16_TB_CAR,2017,16,CAR,7.553,6.959
2017_17_CAR_ATL,2017,17,CAR,6.959,5.209
2017_18_CAR_NO,2017,18,CAR,5.209,3.811
2018_01_DAL_CAR,2018,1,CAR,2.443,4.465
2018_02_CAR_ATL,2018,2,CAR,4.465,1.021
2018_03_CIN_CAR,2018,3,CAR,1.021,1.903
2018_05_NYG_CAR,2018,5,CAR,1.903,1.643
2018_06_CAR_WAS,2018,6,CAR,1.643,2.431
2018_07_CAR_PHI,2018,7,CAR,2.431,1.32
2018_08_BAL_CAR,2018,8,CAR,1.32,2.791
